datetime,T_mu
2019-08-10,31.5
2019-08-11,33.3
2019-08-12,33.3
2019-08-13,32.3
2019-08-14,32
2019-08-15,36.2
2019-08-16,34.8
2019-08-17,32.8
2019-08-18,34.7
2019-08-19,35.2
2019-08-20,33.2
2019-08-21,33.8
2019-08-22,33.8
2019-08-23,33.3
2019-08-24,32.7
2019-08-25,34.2
2019-08-26,32.7
2019-08-27,31.8
2019-08-28,35
2019-08-29,33.7
2019-08-30,28.2
2019-08-31,29.5
2019-09-01,33
2019-09-02,30.8
2019-09-03,31
2019-09-04,32.7
2019-09-05,32
2019-09-06,33.7
2019-09-07,34.3
2019-09-08,33.8
2019-09-09,34.2
2019-09-10,33.5
2019-09-11,32.5
2019-09-12,34.3
2019-09-13,35.3
2019-09-14,34.2
2019-09-15,35.3
2019-09-16,35.3
2019-09-17,36.3
2019-09-18,35.5
2019-09-19,32
2019-09-20,32
2019-09-21,30
2019-09-22,31.3
2019-09-23,31.2
2019-09-24,34.3
2019-09-25,35.2
2019-09-26,35.8
2019-09-27,34.5
2019-09-28,36
2019-09-29,36.5
2019-09-30,37.3
2019-10-01,36.2
2019-10-02,36.7
2019-10-03,35.7
2019-10-04,34.8
2019-10-05,30.5
2019-10-06,33.7
2019-10-07,33.7
2019-10-08,34.2
2019-10-09,33
2019-10-10,34.5
2019-10-11,35.2
2019-10-12,35
2019-10-13,34.8
2019-10-14,35
2019-10-15,35
2019-10-16,34.5
2019-10-17,35
2019-10-18,35.7
2019-10-19,35.5
2019-10-20,35.3
2019-10-21,36.5
2019-10-22,37.7
2019-10-23,38.3
2019-10-24,38.2
2019-10-25,36.5
2019-10-26,36.5
2019-10-27,36.8
2019-10-28,37.3
2019-10-29,36.7
2019-10-30,34.7
2019-10-31,34.3
2019-11-01,27.8
2019-11-02,31.2
2019-11-03,34.7
2019-11-04,34
2019-11-05,35
2019-11-06,35
2019-11-07,34.8
2019-11-08,33.5
2019-11-09,32.8
2019-11-10,33.8
2019-11-11,35
2019-11-12,35.8
2019-11-13,32
2019-11-14,31.8
2019-11-15,35
2019-11-16,36
2019-11-17,36.8
2019-11-18,36.8
2019-11-19,35.5
2019-11-20,34.5
2019-11-21,34
2019-11-22,34.7
2019-11-23,35.3
2019-11-24,35.8
2019-11-25,35.2
2019-11-26,35.2
2019-11-27,35.2
2019-11-28,35.5
2019-11-29,34.8
2019-11-30,35.5
2019-12-01,36
2019-12-02,33.7
2019-12-03,31.2
2019-12-04,29.8
2019-12-05,29.2
2019-12-06,29
2019-12-07,27.7
2019-12-08,28.2
2019-12-09,29.2
2019-12-10,30.7
2019-12-11,31.7
2019-12-12,32.2
2019-12-13,32.8
2019-12-14,33.8
2019-12-15,34.8
2019-12-16,35.3
2019-12-17,36.3
2019-12-18,36.5
2019-12-19,36.2
2019-12-20,35.7
2019-12-21,35.8
2019-12-22,36.2
2019-12-23,36.2
2019-12-24,36.2
2019-12-25,35.8
2019-12-26,34.8
2019-12-27,34.2
2019-12-28,33.7
2019-12-29,34.5
2019-12-30,35.2
2019-12-31,35
2020-01-02,32.2
2020-01-03,32.5
2020-01-04,33.5
2020-01-05,33.2
2020-01-06,34.3
2020-01-07,34.2
2020-01-08,32.7
2020-01-09,34.5
2020-01-10,34
2020-01-11,34.3
2020-01-12,34.8
2020-01-13,33.3
2020-01-14,34.5
2020-01-15,34.5
2020-01-16,33.8
2020-01-17,35
2020-01-18,34.5
2020-01-19,33.3
2020-01-20,34.5
2020-01-21,34.2
2020-01-22,34.3
2020-01-23,36
2020-01-24,35.3
2020-01-25,35.8
2020-01-26,36.5
2020-01-27,35.7
2020-01-28,35.5
2020-01-29,35.2
2020-01-30,35.2
2020-01-31,34.3
2020-02-01,33
2020-02-02,34
2020-02-03,34.7
2020-02-04,34.3
2020-02-05,34.5
2020-02-06,34.2
2020-02-07,35.7
2020-02-08,34.8
2020-02-09,32.5
2020-02-10,30
2020-02-11,29.8
2020-02-12,33.7
2020-02-13,33.7
2020-02-14,35.8
2020-02-15,36.3
2020-02-16,36.5
2020-02-17,35.8
2020-02-18,30.5
2020-02-19,33.2
2020-02-20,33.8
2020-02-21,33
2020-02-22,32.2
2020-02-23,32.5
2020-02-24,34.5
2020-02-25,35.5
2020-02-26,35.8
2020-02-27,35.5
2020-02-28,35.7
2020-02-29,35.8
2020-03-01,36.3
2020-03-02,36.3
2020-03-03,36.3
2020-03-04,37
2020-03-05,35.2
2020-03-06,34.3
2020-03-07,35.5
2020-03-08,37.8
2020-03-09,38.3
2020-03-10,37.8
2020-03-11,36.8
2020-03-12,37.5
2020-03-13,37.2
2020-03-14,37.8
2020-03-15,36.8
2020-03-16,36.8
2020-03-17,36.7
2020-03-18,37.3
2020-03-19,37.8
2020-03-20,37.7
2020-03-21,37.3
2020-03-22,37.2
2020-03-23,37.7
2020-03-24,36.8
2020-03-25,36.8
2020-03-26,37
2020-03-27,38.5
2020-03-28,38.5
2020-03-29,38.5
2020-03-30,38.5
2020-03-31,38.8
2020-04-01,38.7
2020-04-02,37
2020-04-03,35.3
2020-04-04,37
2020-04-05,34.5
2020-04-06,37.5
2020-04-07,37.8
2020-04-08,37.5
2020-04-09,37.7
2020-04-10,36.3
2020-04-11,38.5
2020-04-12,38.5
2020-04-13,38
2020-04-14,34.5
2020-04-15,35
2020-04-16,35.2
2020-04-17,32
2020-04-18,34.5
2020-04-19,36.5
2020-04-20,38.2
2020-04-21,38.5
2020-04-22,37.2
2020-04-23,34.2
2020-04-24,36.7
2020-04-25,36
2020-04-26,29.2
2020-04-27,29.5
2020-04-28,31.5
2020-04-29,33
2020-04-30,33.3
2020-05-01,32.5
2020-05-02,36.2
2020-05-03,37
2020-05-04,36.7
2020-05-05,37.7
2020-05-06,37.7
2020-05-07,37
2020-05-08,34.3
2020-05-09,35.8
2020-05-10,35.7
2020-05-11,34.2
2020-05-12,32.5
2020-05-13,35.3
2020-05-14,34.5
2020-05-15,35.8
2020-05-16,33.5
2020-05-17,33.3
2020-05-18,36.7
2020-05-19,36.2
2020-05-20,34
2020-05-21,34.3
2020-05-22,33.8
2020-05-23,33.8
2020-05-24,32.7
2020-05-25,34.8
2020-05-26,32.2
2020-05-27,35.5
2020-05-28,36.3
2020-05-29,28.8
2020-05-30,33.8
2020-05-31,30.8
2020-06-01,36.2
2020-06-02,28.7
2020-06-03,28.7
2020-06-04,32.7
2020-06-05,31.3
2020-06-06,33.2
2020-06-07,28.8
2020-06-08,33.2
2020-06-09,34
2020-06-10,32.5
2020-06-11,32.8
2020-06-12,32.2
2020-06-13,33.8
2020-06-14,29.8
2020-06-15,30.2
2020-06-16,33
2020-06-17,35.5
2020-06-18,34.2
2020-06-19,32
2020-06-20,32.3
2020-06-21,31.5
2020-06-22,29.5
2020-06-23,34.3
2020-06-24,35.2
2020-06-25,33
2020-06-26,31.8
2020-06-27,34.2
2020-06-28,31.7
2020-06-29,29.7
2020-06-30,35
2020-07-01,31.5
2020-07-02,32.7
2020-07-03,31
2020-07-04,33
2020-07-05,34.5
2020-07-06,34.3
2020-07-07,31.5
2020-07-08,33
2020-07-09,32.2
2020-07-10,32
2020-07-11,32.2
2020-07-12,31.7
2020-07-13,28.3
2020-07-14,35.2
2020-07-15,34.3
2020-07-16,34.2
2020-07-17,33.7
2020-07-18,34.5
2020-07-19,36
2020-07-20,33.7
2020-07-21,33.2
2020-07-22,32.5
2020-07-23,34.3
2020-07-24,35.5
2020-07-25,31.2
2020-07-26,33.2
2020-07-27,32.2
2020-07-28,29.3
2020-07-29,32.8
2020-07-30,32.7
2020-07-31,28.8
2020-08-01,28
2020-08-02,29.8
2020-08-03,32.2
2020-08-04,31.5
2020-08-05,32.7
2020-08-06,32.3
2020-08-07,31.5
2020-08-08,31
2020-08-09,32.5
2020-08-10,30.7
2020-08-11,32
2020-08-12,28.2
2020-08-13,28.3
2020-08-14,33.2
2020-08-15,34.2
2020-08-16,33.8
2020-08-17,35
2020-08-18,35
2020-08-19,34.3
2020-08-20,34.8
2020-08-21,34.5
2020-08-22,34.8
2020-08-23,33
2020-08-24,35.8
2020-08-25,35.2
2020-08-26,35.7
2020-08-28,33.7
2020-08-29,35.3
2020-08-30,33.3
2020-08-31,31.3
2020-09-01,32.3
2020-09-02,29.3
2020-09-03,34.8
2020-09-04,31.5
2020-09-05,33.2
2020-09-06,33.2
2020-09-07,35.2
2020-09-08,33
2020-09-09,33.5
2020-09-10,29.5
2020-09-11,30.5
2020-09-12,29.5
2020-09-13,32.8
2020-09-14,30.7
2020-09-15,29.5
2020-09-16,28.3
2020-09-17,29.3
2020-09-18,26.3
2020-09-19,28.3
2020-09-20,32.8
2020-09-21,35.3
2020-09-22,34.2
2020-09-23,32.8
2020-09-24,28.8
2020-09-25,29.5
2020-09-26,33.5
2020-09-27,28
2020-09-28,27.7
2020-09-29,31.2
2020-09-30,33.8
2020-10-01,29.7
2020-10-02,29.8
2020-10-03,29.7
2020-10-04,33.8
2020-10-05,33.5
2020-10-06,32.5
2020-10-07,28.2
2020-10-08,29.5
2020-10-09,28.5
2020-10-10,27.8
2020-10-11,26.5
2020-10-12,27.7
2020-10-13,27.3
2020-10-14,29.5
2020-10-15,29
2020-10-16,30.3
2020-10-17,27.8
2020-10-18,29.3
2020-10-19,34.5
2020-10-20,32.3
2020-10-21,30.5
2020-10-22,28.5
2020-10-23,29.2
2020-10-24,31.3
2020-10-25,29.5
2020-10-26,29.8
2020-10-27,30.7
2020-10-28,29.7
2020-10-29,29.8
2020-10-30,32
2020-10-31,31.8
2020-11-01,32.2
2020-11-02,31.7
2020-11-03,31.3
2020-11-04,30
2020-11-05,32.5
2020-11-06,31
2020-11-07,31.5
2020-11-08,31.5
2020-11-09,29.5
2020-11-10,32.2
2020-11-11,31.5
2020-11-12,30.5
2020-11-13,28.8
2020-11-14,31.2
2020-11-15,32.7
2020-11-16,33
2020-11-17,31.2
2020-11-18,31.5
2020-11-19,30.8
2020-11-20,27.7
2020-11-21,28.8
2020-11-22,30.3
2020-11-23,31.2
2020-11-24,32.5
2020-11-25,28.8
2020-11-26,28.7
2020-11-27,26.3
2020-11-28,29.5
2020-11-29,31.3
2020-11-30,28.3
2020-12-01,24.8
2020-12-02,26.5
2020-12-03,27
2020-12-04,29.7
2020-12-05,31.3
2020-12-06,32.3
2020-12-07,33.3
2020-12-08,33.2
2020-12-09,32.7
2020-12-10,32.7
2020-12-11,32.3
2020-12-12,31
2020-12-13,28.2
2020-12-14,31.8
2020-12-15,29.8
2020-12-16,29.8
2020-12-17,26.7
2020-12-18,27.7
2020-12-19,30.2
2020-12-20,28.2
2020-12-21,30.3
2020-12-22,31.3
2020-12-23,29.3
2020-12-24,27
2020-12-25,31.3
2020-12-26,29.2
2020-12-27,32.8
2020-12-28,34
2020-12-29,34.3
2020-12-30,33.8
2020-12-31,28.8
2021-01-01,28.3
2021-01-02,27.5
2021-01-03,29
2021-01-04,28.5
2021-01-05,28.5
2021-01-06,28
2021-01-07,30.8
2021-01-08,30.5
2021-01-09,28.5
2021-01-10,28.8
2021-01-11,28.8
2021-01-12,29.3
2021-01-13,29
2021-01-14,31
2021-01-15,31
2021-01-16,30.8
2021-01-17,32
2021-01-18,30.3
2021-01-19,31.5
2021-01-20,33.2
2021-01-21,33.3
2021-01-22,33.8
2021-01-23,33.7
2021-01-24,33.2
2021-01-25,34.2
2021-01-26,33.5
2021-01-27,33.2
2021-01-28,33.8
2021-01-29,33
2021-01-30,33.2
2021-01-31,32
2021-02-01,31.5
2021-02-02,34
2021-02-03,33.3
2021-02-04,32.8
2021-02-05,34
2021-02-06,34.3
2021-02-07,35
2021-02-08,34.3
2021-02-09,34.8
2021-02-10,34.7
2021-02-11,34.3
2021-02-12,34
2021-02-13,34.8
2021-02-14,35.3
2021-02-15,36
2021-02-16,34.5
2021-02-17,34.2
2021-02-18,33.7
2021-02-19,33.2
2021-02-20,33.5
2021-02-21,34
2021-02-22,35.7
2021-02-23,35.7
2021-02-24,36.7
2021-02-25,36.7
2021-02-26,37.3
2021-02-27,37.2
2021-02-28,36.2
2021-03-01,36
2021-03-02,36.3
2021-03-03,35.3
2021-03-04,34.5
2021-03-05,35.8
2021-03-06,34.5
2021-03-07,36
2021-03-08,35
2021-03-09,35.8
2021-03-10,35.5
2021-03-11,35.7
2021-03-12,34.7
2021-03-13,35.7
2021-03-14,35.8
2021-03-15,36.2
2021-03-16,36.7
2021-03-17,36.5
2021-03-18,36.7
2021-03-19,37
2021-03-20,37.5
2021-03-21,37
2021-03-22,33.8
2021-03-23,32.7
2021-03-24,32
2021-03-25,34.8
2021-03-26,34
2021-03-27,35.7
2021-03-28,31.8
2021-03-29,35.3
2021-03-30,35
2021-03-31,35.3
2021-04-01,33
2021-04-02,33
2021-04-03,35.5
2021-04-04,31.5
2021-04-05,35.2
2021-04-06,32.5
2021-04-07,32
2021-04-08,35.3
2021-04-09,33.8
2021-04-10,35.5
2021-04-11,33.5
2021-04-12,32.2
2021-04-13,33.3
2021-04-14,32.3
2021-04-16,34.5
2021-04-17,35.3
2021-04-18,34.2
2021-04-19,31.5
2021-04-20,33
2021-04-21,32.8
2021-04-22,32
2021-04-23,31.2
2021-04-24,33.8
2021-04-25,32.7
2021-04-26,32
2021-04-27,32
2021-04-28,31
2021-04-29,31.5
2021-04-30,31.3
2021-05-01,32.8
2021-05-02,32.5
2021-05-03,35.8
2021-05-04,36
2021-05-05,33.3
2021-05-06,28
2021-05-07,33
2021-05-08,28.8
2021-05-09,36.2
2021-05-10,34
2021-05-11,35.8
2021-05-12,34.3
2021-05-13,36.5
2021-05-14,36.3
2021-05-15,34.3
2021-05-16,33.8
2021-05-17,34.3
2021-05-18,32.8
2021-05-19,29.8
2021-05-20,32.8
2021-05-21,29.3
2021-05-22,30.2
2021-05-23,33.3
2021-05-24,34.8
2021-05-25,31.2
2021-05-26,30.3
2021-05-27,28.8
2021-05-28,32.2
2021-05-29,35.7
2021-05-30,33.3
2021-05-31,35.3
2021-06-01,34.3
2021-06-02,35.5
2021-06-03,35.7
2021-06-04,32.5
2021-06-05,32
2021-06-06,31.3
2021-06-07,33.2
2021-06-08,32.3
2021-06-09,31.2
2021-06-10,29
2021-06-11,29.7
2021-06-12,31.8
2021-06-13,32.5
2021-06-14,34.2
2021-06-15,33.8
2021-06-16,33.5
2021-06-17,33.8
2021-06-18,35.2
2021-06-19,32.8
2021-06-20,34
2021-06-21,33.2
2021-06-22,33.2
2021-06-23,29.5
2021-06-24,33.3
2021-06-25,31.2
2021-06-26,34.3
2021-06-27,34.3
2021-06-28,35
2021-06-29,34.5
2021-06-30,33.7
2021-07-01,34.8
2021-07-02,33.8
2021-07-03,35.5
2021-07-04,35
2021-07-05,33.7
2021-07-06,27.5
2021-07-07,31.3
2021-07-08,28.7
2021-07-09,26.5
2021-07-10,28.3
2021-07-11,32.2
2021-07-12,33.3
2021-07-13,34.5
2021-07-14,32.7
2021-07-15,33
2021-07-16,35.8
2021-07-17,36
2021-07-18,35
2021-07-19,34.3
2021-07-20,34
2021-07-21,33.5
2021-07-22,35.2
2021-07-23,32.3
2021-07-24,34
2021-07-25,34
2021-07-26,34
2021-07-27,34
2021-07-28,30.5
2021-07-29,30
2021-07-30,29.7
2021-07-31,30.3
2021-08-01,30.5
2021-08-02,30.5
2021-08-03,28.8
2021-08-04,32
2021-08-05,32
2021-08-06,32.7
2021-08-07,34.3
2021-08-08,34.3
2021-08-09,33.5
2021-08-10,32.8
2021-08-11,29.2
2021-08-12,32.8
2021-08-13,31.2
2021-08-14,29.8
2021-08-15,27.2
2021-08-16,29.2
2021-08-17,33.2
2021-08-18,33.7
2021-08-19,31.5
2021-08-20,30
2021-08-21,32.8
2021-08-22,30
2021-08-23,34.2
2021-08-24,29.3
2021-08-25,31.3
2021-08-26,31.7
2021-08-27,33
2021-08-28,33.8
2021-08-29,31.7
2021-08-30,32.2
2021-08-31,33.3
2021-09-01,31
2021-09-02,30.2
2021-09-03,32.8
2021-09-04,33.8
2021-09-05,35
2021-09-06,35.3
2021-09-07,30.8
2021-09-08,30.7
2021-09-09,28
2021-09-10,30.8
2021-09-11,33
2021-09-12,31.2
2021-09-13,30.2
2021-09-14,30.7
2021-09-15,30.7
2021-09-16,33.5
2021-09-17,33.7
2021-09-18,33
2021-09-19,32.3
2021-09-20,28.7
2021-09-21,27.3
2021-09-22,29.7
2021-09-23,35.5
2021-09-24,34.5
2021-09-25,27.8
2021-09-26,28.2
2021-09-27,30.3
2021-09-28,33.3
2021-09-29,32.8
2021-09-30,34.5
2021-10-01,31.2
2021-10-02,33.5
2021-10-03,34.7
2021-10-04,30.5
2021-10-05,29.3
2021-10-06,28
2021-10-07,29.5
2021-10-08,29
2021-10-09,32.7
2021-10-10,33.2
2021-10-11,32.7
2021-10-12,28.8
2021-10-13,31
2021-10-14,32.2
2021-10-15,35
2021-10-16,33.7
2021-10-17,28
2021-10-18,33.8
2021-10-19,32.3
2021-10-20,33.2
2021-10-21,30.7
2021-10-22,30
2021-10-23,32.3
2021-10-24,30.3
2021-10-25,30.5
2021-10-26,31.8
2021-10-27,32
2021-10-28,34.2
2021-10-29,33.8
2021-10-30,28.3
2021-10-31,29.2
