datetime,T_mu
8/18/2020,32.2
8/19/2020,33.2
8/20/2020,31.8
8/21/2020,30.5
8/22/2020,32
8/23/2020,32
8/24/2020,34.2
8/25/2020,36.2
8/26/2020,36.3
8/27/2020,32.8
8/28/2020,35.7
8/29/2020,35.7
8/30/2020,35.3
8/31/2020,32
9/1/2020,33.2
9/2/2020,35.3
9/3/2020,35.2
9/4/2020,34.5
9/5/2020,34.7
9/6/2020,34.8
9/7/2020,34.2
9/8/2020,32.8
9/9/2020,34.8
9/10/2020,33.7
9/11/2020,34.2
9/12/2020,34.3
9/13/2020,33.8
9/14/2020,34.3
9/15/2020,33.8
9/16/2020,35.2
9/17/2020,34.8
9/18/2020,28.5
9/19/2020,27.5
9/20/2020,29
9/21/2020,32.5
9/22/2020,34.5
9/23/2020,31.8
9/24/2020,33
9/25/2020,33.2
9/26/2020,34.8
9/27/2020,34.2
9/28/2020,31.5
9/29/2020,31
9/30/2020,33.2
10/1/2020,33
10/2/2020,33.2
10/3/2020,31
10/4/2020,33.5
10/5/2020,32.8
10/6/2020,33
10/7/2020,30.2
10/8/2020,27.2
10/9/2020,27.8
10/10/2020,29
10/11/2020,29.7
10/12/2020,29.3
10/13/2020,28.5
10/14/2020,32.8
10/15/2020,31.3
10/16/2020,27.7
10/17/2020,26
10/18/2020,25
10/19/2020,26.5
10/20/2020,27.2
10/21/2020,29.3
10/22/2020,31.5
10/23/2020,31.3
10/24/2020,32.3
10/25/2020,32.3
10/26/2020,29.2
10/27/2020,29.5
10/28/2020,31
10/29/2020,26.2
10/30/2020,30.2
10/31/2020,30.8
11/1/2020,32.8
11/2/2020,33.3
11/3/2020,33.2
11/4/2020,31.7
11/5/2020,32.7
11/6/2020,32.7
11/7/2020,30.3
11/8/2020,31.3
11/9/2020,31.2
11/10/2020,31.3
11/11/2020,28.2
11/12/2020,28.7
11/13/2020,32.3
11/14/2020,32.8
11/15/2020,32.2
11/16/2020,33.3
11/17/2020,34.8
11/18/2020,35.3
11/19/2020,36
11/20/2020,35.8
11/21/2020,35.2
11/22/2020,33.8
11/23/2020,34
11/24/2020,33.8
11/25/2020,33.8
11/26/2020,33.3
11/27/2020,31.8
11/28/2020,32.3
11/29/2020,31.3
11/30/2020,31
12/1/2020,30.5
12/2/2020,31.2
12/3/2020,30.3
12/4/2020,29.3
12/5/2020,29.7
12/6/2020,30.7
12/7/2020,31.7
12/8/2020,31.7
12/9/2020,31.7
12/10/2020,32.7
12/11/2020,33.3
12/12/2020,33.8
12/13/2020,34.5
12/14/2020,34.2
12/15/2020,33.2
12/16/2020,33.2
12/17/2020,32.5
12/18/2020,32.2
12/19/2020,30.5
12/20/2020,27.8
12/21/2020,27.7
12/22/2020,28.3
12/23/2020,30.3
12/24/2020,31.8
12/25/2020,32.2
12/26/2020,32.8
12/27/2020,34.8
12/28/2020,35.5
12/29/2020,35.7
12/30/2020,32.3
12/31/2020,28.3
1/1/2021,27.3
1/2/2021,28.3
1/3/2021,30.8
1/4/2021,31.3
1/5/2021,33.2
1/6/2021,33.7
1/7/2021,33.7
1/8/2021,30.7
1/9/2021,29.2
1/10/2021,30
1/11/2021,29
1/12/2021,23.3
1/13/2021,27.5
1/14/2021,31.2
1/15/2021,32.8
1/16/2021,33.3
1/17/2021,31.3
1/18/2021,28.7
1/19/2021,29.3
1/20/2021,31.7
1/21/2021,32.8
1/22/2021,33.8
1/23/2021,34.2
1/24/2021,34.7
1/25/2021,35.7
1/26/2021,35.2
1/27/2021,34.8
1/28/2021,34.8
1/29/2021,32.7
1/30/2021,32.2
1/31/2021,33.3
2/1/2021,34.8
2/2/2021,35.5
2/3/2021,34.8
2/4/2021,34.3
2/5/2021,34.7
2/6/2021,34.8
2/7/2021,35.2
2/8/2021,32.8
2/9/2021,28
2/10/2021,31.7
2/11/2021,33.3
2/12/2021,34.3
2/13/2021,34.8
2/14/2021,35.3
2/15/2021,35.8
2/16/2021,35.7
2/17/2021,34.3
2/18/2021,32.8
2/19/2021,32.3
2/20/2021,33.5
2/21/2021,35.2
2/22/2021,36.8
2/23/2021,36.8
2/24/2021,37.2
2/25/2021,37.8
2/26/2021,38.3
2/27/2021,37.8
2/28/2021,37.2
3/1/2021,37.3
3/2/2021,37.2
3/3/2021,34.2
3/4/2021,35.8
3/5/2021,37
3/6/2021,37.8
3/7/2021,37
3/8/2021,34.8
3/9/2021,36.7
3/10/2021,37
3/11/2021,37.3
3/12/2021,37.2
3/13/2021,36.7
3/14/2021,36.3
3/15/2021,37.2
3/16/2021,37.5
3/17/2021,37.5
3/18/2021,38.2
3/19/2021,38.5
3/20/2021,38.3
3/21/2021,37.5
3/22/2021,32.8
3/23/2021,35.3
3/24/2021,37.3
3/25/2021,37.8
3/26/2021,37.8
3/27/2021,38.3
3/28/2021,38.3
3/29/2021,38.3
3/30/2021,37.2
3/31/2021,38
4/1/2021,38
4/2/2021,37.5
4/3/2021,38
4/4/2021,28.3
4/5/2021,31.7
4/6/2021,32.3
4/7/2021,34
4/8/2021,35.8
4/9/2021,35.3
4/10/2021,35.3
4/11/2021,35.5
4/12/2021,35.7
4/13/2021,35.2
4/14/2021,34.2
4/16/2021,34.3
4/17/2021,34.2
4/18/2021,32.3
4/19/2021,33.8
4/20/2021,36
4/21/2021,36.3
4/22/2021,36.8
4/23/2021,37
4/24/2021,37.3
4/25/2021,37.3
4/26/2021,35.2
4/27/2021,30
4/28/2021,32.8
4/29/2021,30.2
4/30/2021,32.8
5/1/2021,32.8
5/2/2021,34.3
5/3/2021,36.8
5/4/2021,37.8
5/5/2021,37.7
5/6/2021,33.3
5/7/2021,36
5/8/2021,35.8
5/9/2021,36.5
5/10/2021,36.8
5/11/2021,37
5/12/2021,37.5
5/13/2021,36.8
5/14/2021,37.5
5/15/2021,36
5/16/2021,37.2
5/17/2021,37.3
5/18/2021,36.2
5/19/2021,36.7
5/20/2021,36.7
5/21/2021,37.3
5/22/2021,37.3
5/23/2021,37.5
5/24/2021,36.5
5/25/2021,33.8
5/26/2021,34.5
5/27/2021,34.2
5/28/2021,32.8
5/29/2021,34.5
5/30/2021,36.2
5/31/2021,37.3
6/1/2021,38.3
6/2/2021,38.2
6/3/2021,38
6/4/2021,37.3
6/5/2021,35
6/6/2021,34.3
6/7/2021,32.7
6/8/2021,32.3
6/9/2021,32
6/10/2021,31
6/11/2021,31.7
6/12/2021,30.2
6/13/2021,28.8
6/14/2021,30.5
6/15/2021,32.7
6/16/2021,33.5
6/17/2021,33.8
6/18/2021,36.3
6/19/2021,36.7
6/20/2021,37
6/21/2021,36.8
6/22/2021,36.3
6/23/2021,35.8
6/24/2021,34.8
6/25/2021,35.2
6/26/2021,35.3
6/27/2021,35.5
6/28/2021,33
6/29/2021,34.8
6/30/2021,34.3
7/1/2021,35.8
7/2/2021,36
7/3/2021,37.3
7/4/2021,37.8
7/5/2021,37.3
7/6/2021,32.8
7/7/2021,32.7
7/8/2021,31.5
7/9/2021,30.8
7/10/2021,30.5
7/11/2021,32.3
7/12/2021,33.3
7/13/2021,34.7
7/14/2021,33.5
7/15/2021,32
7/16/2021,33.7
7/17/2021,35
7/18/2021,33.2
7/19/2021,30.7
7/20/2021,31.5
7/21/2021,31.8
7/22/2021,32.3
7/23/2021,30.3
7/24/2021,27.5
7/25/2021,29
7/26/2021,31.5
7/27/2021,33.2
7/28/2021,32
7/29/2021,34.3
7/30/2021,34.3
7/31/2021,34
8/1/2021,33.5
8/2/2021,33.2
8/3/2021,32
8/4/2021,33.7
8/5/2021,33.5
8/6/2021,34
8/7/2021,35.2
8/8/2021,36.7
8/9/2021,36.8
8/10/2021,35.7
8/11/2021,32.3
8/12/2021,34.3
8/13/2021,33.7
8/14/2021,31.5
8/15/2021,30
8/16/2021,33.2
8/17/2021,35.3
8/18/2021,36.7
8/19/2021,35.3
8/20/2021,35.2
8/21/2021,35.5
8/22/2021,36
8/23/2021,36
8/24/2021,34.5
8/25/2021,33.8
8/26/2021,32.7
8/27/2021,30.7
8/28/2021,31
8/29/2021,33.2
8/30/2021,33.2
8/31/2021,32
9/1/2021,32.7
9/2/2021,32.5
9/3/2021,31
9/4/2021,32.7
9/5/2021,31.3
9/6/2021,32.7
9/7/2021,32.8
9/8/2021,30.5
9/9/2021,29.8
9/10/2021,31.5
9/11/2021,32.3
9/12/2021,34.2
9/13/2021,33.8
9/14/2021,30.7
9/15/2021,32.2
9/16/2021,31.3
9/17/2021,33.2
9/18/2021,35.2
9/19/2021,32.7
9/20/2021,31.2
9/21/2021,29.8
9/22/2021,30
9/23/2021,31.5
9/24/2021,30.3
9/25/2021,27.5
9/26/2021,29.5
9/27/2021,31
9/28/2021,33.8
9/29/2021,36.2
9/30/2021,36.2
10/1/2021,33.8
10/2/2021,34
10/3/2021,34.7
10/4/2021,34.7
10/5/2021,35
10/6/2021,31.8
10/7/2021,33.2
10/8/2021,34.8
10/9/2021,34.7
10/10/2021,34.8
10/11/2021,31.5
10/12/2021,32
10/13/2021,31.7
10/14/2021,29.3
10/15/2021,28.3
10/16/2021,29
10/17/2021,26.7
10/18/2021,28
10/19/2021,31.3
10/20/2021,34.3
10/21/2021,33.8
10/22/2021,30.8
10/23/2021,29.8
10/24/2021,31.3
10/25/2021,32.7
